ip,city,region,country,loc,timezone,country_name,latitude,longitude,org,hostname,postal,bogon
213.98.217.80,Baeza,Andalusia,ES,"37.9938,-3.4710",Europe/Madrid,Spain,37.9938,-3.4710,AS3352 TELEFONICA DE ESPANA,80.red-213-98-217.dynamicip.rima-tde.net,23440,
216.107.155.114,Chicago,Illinois,US,"41.8500,-87.6500",America/Chicago,United States,41.8500,-87.6500,"AS20278 Nexeon Technologies, Inc.",114-155-107-216.reverse-dns,60666,
216.12.205.122,Los Angeles,California,US,"34.0522,-118.2437",America/Los_Angeles,United States,34.0522,-118.2437,AS36351 SoftLayer Technologies Inc.,mail.tipaizei.gr,90009,
216.151.130.170,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS13445 Cisco Webex LLC,,95103,
216.151.137.36,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS13445 Cisco Webex LLC,,95103,
216.152.251.72,Yuma,Arizona,US,"32.7093,-114.4905",America/Phoenix,United States,32.7093,-114.4905,AS14237 Beamspeed LLC,ip-216-152-251-72.wireless.dyn.beamspeed.net,85365,
216.185.35.54,Chicago,Illinois,US,"41.8500,-87.6500",America/Chicago,United States,41.8500,-87.6500,AS61317 IPXO UK LIMITED,,60666,
216.82.251.232,San Jose,California,US,"37.3864,-121.8800",America/Los_Angeles,United States,37.3864,-121.8800,,unassigned.messagelabs.net,95131,
216.9.35.59,San Diego,California,US,"32.7973,-117.1392",America/Los_Angeles,United States,32.7973,-117.1392,,systemofadown.digitalpoint.com,92123,
217.111.219.237,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS8220 COLT Technology Services Group Limited,,28001,
217.116.27.81,Alcobendas,Madrid,ES,"40.5475,-3.6420",Europe/Madrid,Spain,40.5475,-3.6420,"AS16371 acens Technologies, S.L.",217-116-27-81.redes.acens.net,28100,
217.12.16.130,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS34285 Sociedad Andaluza para el Desarrollo de las Telecomunicaciones S.A.,130.zone-217.12.16.juntadeandalucia.es,28001,
217.12.16.56,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS34285 Sociedad Andaluza para el Desarrollo de las Telecomunicaciones S.A.,proxycache.juntadeandalucia.es,28001,
217.12.20.253,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS34285 Sociedad Andaluza para el Desarrollo de las Telecomunicaciones S.A.,,28001,
217.12.28.130,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS34285 Sociedad Andaluza para el Desarrollo de las Telecomunicaciones S.A.,130.zone-217.12.28.juntadeandalucia.es,28001,
217.12.28.5,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS34285 Sociedad Andaluza para el Desarrollo de las Telecomunicaciones S.A.,5.zone-217.12.28.juntadeandalucia.es,28001,
217.124.183.226,Cáceres,Extremadura,ES,"39.4765,-6.3722",Europe/Madrid,Spain,39.4765,-6.3722,AS3352 TELEFONICA DE ESPANA,226.0.183.124.217.in-addr.arpa,10080,
217.125.108.49,L'Hospitalet de Llobregat,Catalonia,ES,"41.3597,2.1003",Europe/Madrid,Spain,41.3597,2.1003,AS3352 TELEFONICA DE ESPANA,49.red-217-125-108.staticip.rima-tde.net,08940,
217.125.120.209,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,209.red-217-125-120.staticip.rima-tde.net,28001,
217.125.17.133,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,133.red-217-125-17.staticip.rima-tde.net,28001,
217.125.21.135,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,135.red-217-125-21.staticip.rima-tde.net,28001,
217.125.71.222,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,222.red-217-125-71.staticip.rima-tde.net,28001,
217.127.176.170,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,seybol.com,28013,
217.127.87.222,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS3352 TELEFONICA DE ESPANA,222.red-217-127-87.staticip.rima-tde.net,28013,
217.130.150.116,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,AS12430 VODAFONE ESPANA S.A.U.,static-116-150-130-217.ipcom.comunitel.net,08001,
217.130.246.205,Alzira,Valencia,ES,"39.1500,-0.4333",Europe/Madrid,Spain,39.1500,-0.4333,AS12430 VODAFONE ESPANA S.A.U.,static-205-246-130-217.ipcom.comunitel.net,46600,
217.14.47.20,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,AS30892 DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS IBERIA SL,20.47.14.217.t-systems.es,08001,
217.156.188.174,London,England,GB,"51.5085,-0.1257",Europe/London,United Kingdom,51.5085,-0.1257,"AS3549 Level 3 Parent, LLC",,EC1A,
217.16.255.159,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS25479 IT Now S.A.,,28001,
217.174.248.179,Tamworth,England,GB,"52.6340,-1.6959",Europe/London,United Kingdom,52.6340,-1.6959,AS8560 IONOS SE,vps.nlwbsrvr.nl,B79,
217.200.185.232,Milan,Lombardy,IT,"45.4643,9.1895",Europe/Rome,Italy,45.4643,9.1895,AS16232 Telecom Italia S.p.A.,,20121,
217.216.120.71,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,"AS6739 VODAFONE ONO, S.A.",217.216.120.71.dyn.user.ono.com,08005,
217.216.36.142,Jerez de la Frontera,Andalusia,ES,"36.6865,-6.1361",Europe/Madrid,Spain,36.6865,-6.1361,"AS6739 VODAFONE ONO, S.A.",217.216.36.142.dyn.user.ono.com,11592,
217.217.201.238,Sevilla,Andalusia,ES,"37.3828,-5.9732",Europe/Madrid,Spain,37.3828,-5.9732,"AS6739 VODAFONE ONO, S.A.",217.217.201.238.dyn.user.ono.com,41001,
217.217.8.44,Jerez de la Frontera,Andalusia,ES,"36.6865,-6.1361",Europe/Madrid,Spain,36.6865,-6.1361,"AS6739 VODAFONE ONO, S.A.",217.217.8.44.dyn.user.ono.com,11401,
217.217.99.195,Málaga,Andalusia,ES,"36.7202,-4.4203",Europe/Madrid,Spain,36.7202,-4.4203,"AS6739 VODAFONE ONO, S.A.",217.217.99.195.dyn.user.ono.com,29001,
217.251.132.175,Warendorf,North Rhine-Westphalia,DE,"51.9511,7.9876",Europe/Berlin,Germany,51.9511,7.9876,AS3320 Deutsche Telekom AG,pd9fb84af.dip0.t-ipconnect.de,48231,
217.251.135.62,Warendorf,North Rhine-Westphalia,DE,"51.9511,7.9876",Europe/Berlin,Germany,51.9511,7.9876,AS3320 Deutsche Telekom AG,pd9fb873e.dip0.t-ipconnect.de,48231,
217.29.96.144,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS48427 VISOVISION S.L.,cpe-217-29-96-144.dynamic.vivacable.net,28001,
217.71.18.36,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS29481 Junta de Castilla y Leon,,28001,
218.25.174.66,Jinrongjie,Beijing,CN,"39.9122,116.3561",Asia/Shanghai,China,39.9122,116.3561,AS4837 CHINA UNICOM China169 Backbone,,,
218.30.103.53,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",,,
218.30.103.65,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",,,
220.135.213.4,Taoyuan City,Taiwan,TW,"24.9937,121.2970",Asia/Taipei,Taiwan,24.9937,121.2970,AS3462 Data Communication Business Group,220-135-213-4.hinet-ip.hinet.net,,
220.165.8.137,Kunming,Yunnan,CN,"25.0389,102.7183",Asia/Shanghai,China,25.0389,102.7183,AS134765 CHINANET Yunnan province IDC1 network,,,
220.181.108.100,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-100.crawl.baidu.com,,
220.181.108.101,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-101.crawl.baidu.com,,
220.181.108.102,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-102.crawl.baidu.com,,
220.181.108.103,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-103.crawl.baidu.com,,
220.181.108.104,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-104.crawl.baidu.com,,
220.181.108.105,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-105.crawl.baidu.com,,
220.181.108.106,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-106.crawl.baidu.com,,
220.181.108.107,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-107.crawl.baidu.com,,
220.181.108.108,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-108.crawl.baidu.com,,
220.181.108.109,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-109.crawl.baidu.com,,
220.181.108.110,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-110.crawl.baidu.com,,
220.181.108.111,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-111.crawl.baidu.com,,
220.181.108.112,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-112.crawl.baidu.com,,
220.181.108.113,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-113.crawl.baidu.com,,
220.181.108.115,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-115.crawl.baidu.com,,
220.181.108.116,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-116.crawl.baidu.com,,
220.181.108.117,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-117.crawl.baidu.com,,
220.181.108.118,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-118.crawl.baidu.com,,
220.181.108.119,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-119.crawl.baidu.com,,
220.181.108.120,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-120.crawl.baidu.com,,
220.181.108.121,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-121.crawl.baidu.com,,
220.181.108.122,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-122.crawl.baidu.com,,
220.181.108.123,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-123.crawl.baidu.com,,
220.181.108.146,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-146.crawl.baidu.com,,
220.181.108.163,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-163.crawl.baidu.com,,
220.181.108.168,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-168.crawl.baidu.com,,
220.181.108.187,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-187.crawl.baidu.com,,
220.181.108.75,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-75.crawl.baidu.com,,
220.181.108.76,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-76.crawl.baidu.com,,
220.181.108.77,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-77.crawl.baidu.com,,
220.181.108.78,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-78.crawl.baidu.com,,
220.181.108.80,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-80.crawl.baidu.com,,
220.181.108.81,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-81.crawl.baidu.com,,
220.181.108.82,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-82.crawl.baidu.com,,
220.181.108.83,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-83.crawl.baidu.com,,
220.181.108.84,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-84.crawl.baidu.com,,
220.181.108.85,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-85.crawl.baidu.com,,
220.181.108.86,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-86.crawl.baidu.com,,
220.181.108.87,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-87.crawl.baidu.com,,
220.181.108.89,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-89.crawl.baidu.com,,
220.181.108.90,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-90.crawl.baidu.com,,
220.181.108.91,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-91.crawl.baidu.com,,
220.181.108.92,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-92.crawl.baidu.com,,
220.181.108.93,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-93.crawl.baidu.com,,
220.181.108.94,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-94.crawl.baidu.com,,
220.181.108.95,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-95.crawl.baidu.com,,
220.181.108.96,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-96.crawl.baidu.com,,
220.181.108.97,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-97.crawl.baidu.com,,
220.181.108.99,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",baiduspider-220-181-108-99.crawl.baidu.com,,
220.181.132.218,Beijing,Beijing,CN,"39.9075,116.3972",Asia/Shanghai,China,39.9075,116.3972,"AS23724 IDC, China Telecommunications Corporation",,,
221.176.4.134,Guangzhou,Guangdong,CN,"23.1167,113.2500",Asia/Shanghai,China,23.1167,113.2500,"AS9808 China Mobile Communications Group Co., Ltd.",,,
23.20.87.111,Ashburn,Virginia,US,"39.0437,-77.4875",America/New_York,United States,39.0437,-77.4875,"AS14618 Amazon.com, Inc.",ec2-23-20-87-111.compute-1.amazonaws.com,20147,
23.23.14.220,Ashburn,Virginia,US,"39.0437,-77.4875",America/New_York,United States,39.0437,-77.4875,"AS14618 Amazon.com, Inc.",ec2-23-23-14-220.compute-1.amazonaws.com,20147,
23.27.220.68,San Jose,California,US,"37.3394,-121.8950",America/Los_Angeles,United States,37.3394,-121.8950,AS18779 EGIHosting,,95103,
24.139.92.27,Aguadilla,Aguadilla,PR,"18.4275,-67.1541",America/Puerto_Rico,Puerto Rico,18.4275,-67.1541,AS14638 Liberty Cablevision of Puerto Rico,,00603,
24.230.50.166,Sioux Falls,South Dakota,US,"43.5240,-96.7341",America/Chicago,United States,43.5240,-96.7341,AS11232 Midcontinent Communications,24-230-50-166-static.midco.net,57105,
24.244.144.3,Freeport,Freeport,BS,"26.5333,-78.7000",America/Nassau,Bahamas,26.5333,-78.7000,AS15146 Cable Bahamas,,,
31.13.97.112,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.97.113,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.97.114,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.97.115,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.97.116,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.97.117,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.97.118,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.97.119,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.99.112,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.99.113,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.99.114,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.99.115,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.99.117,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.13.99.118,Dublin,Leinster,IE,"53.3331,-6.2489",Europe/Dublin,Ireland,53.3331,-6.2489,"AS32934 Facebook, Inc.",,D02,
31.170.160.93,Newton,North Carolina,US,"35.6699,-81.2215",America/New_York,United States,35.6699,-81.2215,AS47583 Hostinger International Limited,srv29.000webhost.com,28658,
31.221.138.191,Godelleta,Valencia,ES,"39.4167,-0.6833",Europe/Madrid,Spain,39.4167,-0.6833,AS15704 XTRA TELECOM S.A.,,46388,
31.221.155.151,Molina de Segura,Murcia,ES,"38.0546,-1.2076",Europe/Madrid,Spain,38.0546,-1.2076,AS15704 XTRA TELECOM S.A.,,30500,
31.221.159.98,l'Alfàs del Pi,Valencia,ES,"38.5806,-0.1032",Europe/Madrid,Spain,38.5806,-0.1032,AS15704 XTRA TELECOM S.A.,,03580,
31.221.184.142,Arganda,Madrid,ES,"40.3008,-3.4372",Europe/Madrid,Spain,40.3008,-3.4372,AS15704 XTRA TELECOM S.A.,,28500,
31.221.186.102,Málaga,Andalusia,ES,"36.7202,-4.4203",Europe/Madrid,Spain,36.7202,-4.4203,AS15704 XTRA TELECOM S.A.,,29001,
31.221.192.130,Benamocarra,Andalusia,ES,"36.7908,-4.1615",Europe/Madrid,Spain,36.7908,-4.1615,AS15704 XTRA TELECOM S.A.,,29719,
31.221.222.2,Alicante,Valencia,ES,"38.3964,-0.5255",Europe/Madrid,Spain,38.3964,-0.5255,AS15704 XTRA TELECOM S.A.,,03690,
31.221.235.12,Valencia,Valencia,ES,"39.5000,-0.4167",Europe/Madrid,Spain,39.5000,-0.4167,AS15704 XTRA TELECOM S.A.,,46035,
31.3.233.120,London,England,GB,"51.5085,-0.1257",Europe/London,United Kingdom,51.5085,-0.1257,AS20860 IOMART CLOUD SERVICES LIMITED,h31-3-233-120.host.redstation.co.uk,EC1A,
31.36.9.30,Bordeaux,Nouvelle-Aquitaine,FR,"44.8404,-0.5805",Europe/Paris,France,44.8404,-0.5805,AS5410 Bouygues Telecom SA,i19-les04-th2-31-36-9-30.sfr.lns.abo.bbox.fr,33000,
31.4.176.158,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-176-158.red-acceso.airtel.net,28001,
31.4.176.205,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-176-205.red-acceso.airtel.net,28001,
31.4.177.158,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-177-158.red-acceso.airtel.net,28001,
31.4.178.110,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-178-110.red-acceso.airtel.net,28001,
31.4.179.119,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-179-119.red-acceso.airtel.net,28001,
31.4.180.111,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-180-111.red-acceso.airtel.net,28001,
31.4.180.129,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-180-129.red-acceso.airtel.net,28001,
31.4.180.84,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-180-84.red-acceso.airtel.net,28001,
31.4.181.220,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-181-220.red-acceso.airtel.net,28001,
31.4.182.223,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-182-223.red-acceso.airtel.net,28001,
31.4.182.5,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-182-5.red-acceso.airtel.net,28001,
31.4.183.178,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-183-178.red-acceso.airtel.net,28001,
31.4.183.187,Madrid,Madrid,ES,"40.4165,-3.7026",Europe/Madrid,Spain,40.4165,-3.7026,AS12430 VODAFONE ESPANA S.A.U.,31-4-183-187.red-acceso.airtel.net,28001,
31.4.184.242,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,AS12430 VODAFONE ESPANA S.A.U.,31-4-184-242.red-acceso.airtel.net,08001,
31.4.185.57,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,AS12430 VODAFONE ESPANA S.A.U.,31-4-185-57.red-acceso.airtel.net,08001,
31.4.187.19,Barcelona,Catalonia,ES,"41.4131,1.9691",Europe/Madrid,Spain,41.4131,1.9691,AS12430 VODAFONE ESPANA S.A.U.,31-4-187-19.red-acceso.airtel.net,08756,
31.4.188.61,Barcelona,Catalonia,ES,"41.3888,2.1590",Europe/Madrid,Spain,41.3888,2.1590,AS12430 VODAFONE ESPANA S.A.U.,31-4-188-61.red-acceso.airtel.net,08001,
31.4.189.133,Barcelona,Catalonia,ES,"41.4301,2.1925",Europe/Madrid,Spain,41.4301,2.1925,AS12430 VODAFONE ESPANA S.A.U.,31-4-189-133.red-acceso.airtel.net,08901,
